global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
1008,give_up,16,17,CNF,stations to British Telecommunications Plc after Mercury Communications Ltd to give up the private site end of the business to concentrate on high,stations_NN2 to_PRP British_AJ0 Telecommunications_NN2 Plc_NN1 after_PRP-CJS Mercury_NP0 Communications_NN2 Ltd_AJ0 to_TO0 give_VVI up_AVP the_AT0 private_AJ0 site_NN1 end_NN1 of_PRF the_AT0 business_NN1 to_TO0 concentrate_VVI on_PRP-AVP high_AJ0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=16,39865657,39865659,give_up_AT0,1
1050,give_up,58,25,ECT,writes a crystalline yet subtly dandified prose which does n't give up secrets easily . The Enigma of Arrival is certainly one of,writes_VVZ a_AT0 crystalline_AJ0 yet_AV0 subtly_AV0 dandified_AJ0-VVD prose_NN1 which_DTQ does_VDZ n't_XX0 give_VVI up_AVP secrets_NN2 easily_AV0 ._PUN The_AT0 Enigma_NN1 of_PRF Arrival_NN1 is_VBZ certainly_AV0 one_CRD of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=24,45400547,45400549,give_up_NN2,1
1053,give_up,61,42,HAE,based on hope . To give up hope is to give up life before it is taken away . Claire lives from day,based_VVN on_PRP hope_NN1 ._PUN To_TO0 give_VVI up_AVP hope_NN1 is_VBZ to_TO0 give_VVI up_AVP life_NN1 before_CJS it_PNP is_VBZ taken_VVN away_AV0 ._PUN Claire_NP0 lives_VVZ from_PRP day_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=41,74633073,74633075,give_up_NN1,1
1087,give_up,95,76,JY9,"&rsquo; Ashley shook her head . &lsquo; Why did you give up Formula One ? &rsquo; she enquired . She hesitated , aware","&rsquo;_PUQ Ashley_NP0 shook_VVD her_DPS head_NN1 ._PUN &lsquo;_PUQ Why_AVQ did_VDD you_PNP give_VVI up_AVP Formula_NN1 One_PNI-CRD ?_PUN &rsquo;_PUQ she_PNP enquired_VVD ._PUN She_PNP hesitated_VVD ,_PUN aware_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=75,97962024,97962026,give_up_NN1,1
12,agree_on,12,13,J6Y,"between the shareholders about the value . If the shareholders agree on a value , and do not refer the matter to the company","between_PRP the_AT0 shareholders_NN2 about_PRP the_AT0 value_NN1 ._PUN If_CJS the_AT0 shareholders_NN2 agree_VVB on_PRP-AVP a_AT0 value_NN1 ,_PUN and_CJC do_VDB not_XX0 refer_VVI the_AT0 matter_NN1 to_PRP the_AT0 company_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=12,94438189,94438192,agree_on_AT0,2
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,2
44,agree_on,44,45,CDC,3 ) hold a free election ; ( 4 ) agree on the constitution ; and ( 5 ) settle future relationship with Great,3_CRD )_PUR hold_VVB a_AT0 free_AJ0 election_NN1 ;_PUN (_PUL 4_CRD )_PUR agree_VVB on_PRP-AVP the_AT0 constitution_NN1 ;_PUN and_CJC (_PUL 5_CRD )_PUR settle_VVB future_AJ0 relationship_NN1 with_PRP Great_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=44,29997906,29997909,agree_on_AT0,2
53,agree_on,53,54,HYA,": 1 . Standing behind &mdash; or Watch your backs Agree on a signal to indicate "" Freeze "" . "" Everybody move around",":_PUN 1_CRD ._PUN Standing_VVG behind_AV0 &mdash;_PUN or_CJC Watch_VVB your_DPS backs_NN2 Agree_VVB on_PRP-AVP a_AT0 signal_NN1 to_TO0 indicate_VVI ""_PUQ Freeze_NN1 ""_PUQ ._PUN ""_PUQ Everybody_PNI move_VVB around_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=53,91476904,91476907,agree_on_AT0,2
92,agree_on,92,93,HTV,"Moran ( 1985 ) and Dunning ( 1981 ) , agree on the centrality of the TNC in the analysis of the global system","Moran_NP0 (_PUL 1985_CRD )_PUR and_CJC Dunning_NP0 (_PUL 1981_CRD )_PUR ,_PUN agree_VVB on_PRP-AVP the_AT0 centrality_NN1 of_PRF the_AT0 TNC_NP0 in_PRP the_AT0 analysis_NN1 of_PRF the_AT0 global_AJ0 system_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=92,87398183,87398186,agree_on_AT0,2
121,agree_that,21,22,JK1,"[unclear] any old [unclear] Yeah , yeah . I would agree that the scientist being [unclear] is probably is constant withdrawal from his","[unclear]_UNC any_DT0 old_AJ0 [unclear]_UNC Yeah_ITJ ,_PUN yeah_ITJ ._PUN I_PNP would_VM0 agree_VVI that_CJT the_AT0 scientist_NN1 being_VBG [unclear]_UNC is_VBZ probably_AV0 is_VBZ constant_AJ0 withdrawal_NN1 from_PRP his_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=21,95900580,95900582,agree_that_AT0,2
136,agree_that,36,37,FB5,"common denominator , all sections of the Labour Party could agree that the object was to cement a good working relationship between the","common_AJ0 denominator_NN1 ,_PUN all_DT0 sections_NN2 of_PRF the_AT0 Labour_AJ0 Party_NN1 could_VM0 agree_VVI that_CJT the_AT0 object_NN1 was_VBD to_TO0 cement_VVI a_AT0 good_AJ0 working_NN1 relationship_NN1 between_PRP the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=36,53092190,53092192,agree_that_AT0,2
151,agree_that,51,52,B1D,internal arrangements &rsquo; . He added that he could not agree that the prizes were liberal . Wilson did not write back until,internal_AJ0 arrangements_NN2 &rsquo;_PUQ ._PUN He_PNP added_VVD that_CJT he_PNP could_VM0 not_XX0 agree_VVI that_CJT the_AT0 prizes_NN2 were_VBD liberal_AJ0 ._PUN Wilson_NP0 did_VDD not_XX0 write_VVI back_AVP until_PRP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=51,17152813,17152815,agree_that_AT0,2
161,agree_that,61,62,GWJ,their experience are an important mediating variable . Most commentators agree that the major aetiological factor in the development of post-traumatic stress disorder,their_DPS experience_NN1 are_VBB an_AT0 important_AJ0 mediating_AJ0-NN1 variable_NN1 ._PUN Most_DT0 commentators_NN2 agree_VVB that_CJT the_AT0 major_AJ0 aetiological_AJ0 factor_NN1 in_PRP the_AT0 development_NN1 of_PRF post-traumatic_AJ0 stress_NN1 disorder_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=61,68773276,68773278,agree_that_AT0,2
169,agree_that,69,70,ABC,"of a pipless , unripe melon . Many bio-acoustic experts agree that the echolocation clicks are created by implosive movements of air in","of_PRF a_AT0 pipless_AJ0 ,_PUN unripe_AJ0 melon_NN1 ._PUN Many_DT0 bio-acoustic_AJ0 experts_NN2 agree_VVB that_CJT the_AT0 echolocation_NN1 clicks_NN2 are_VBB created_VVN by_PRP implosive_AJ0 movements_NN2 of_PRF air_NN1 in_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=69,5716016,5716018,agree_that_AT0,2
205,agree_to,5,6,HHV,moments ago . Mr. Amess Will my right hon. Friend agree to visit Basildon &mdash; &mdash; Interruption Mr. Speaker Order . Come on,moments_NN2 ago_AV0 ._PUN Mr._NP0 Amess_NP0 Will_VM0 my_DPS right_AJ0-NN1 hon._AJ0 Friend_NN1-NP0 agree_VVB to_TO0 visit_VVI Basildon_NP0 &mdash;_PUN &mdash;_PUN Interruption_NN1 Mr._NP0 Speaker_NP0 Order_NN1-VVB ._PUN Come_VVB on_AVP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=5,78494992,78494994,agree_to_VVI,2
239,agree_to,39,40,G00,"technology for Presentation Manager , would side with Apple and agree to adopt TrueType . In return , Microsoft let Apple have access","technology_NN1 for_PRP Presentation_NN1 Manager_NN1 ,_PUN would_VM0 side_NN1 with_PRP Apple_NN1 and_CJC agree_VVB to_TO0 adopt_VVI TrueType_NP0 ._PUN In_PRP return_NN1 ,_PUN Microsoft_NP0 let_VVB Apple_NN1 have_VHI access_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=39,60653032,60653034,agree_to_VVI,2
242,agree_to,42,43,KRT,", if the Council agree , if members of Council agree to make the bye-law , then it would have to be referred",",_PUN if_CJS the_AT0 Council_NN1 agree_VVB ,_PUN if_CJS members_NN2 of_PRF Council_NN1 agree_VVB to_TO0 make_VVI the_AT0 bye-law_NN1 ,_PUN then_AV0 it_PNP would_VM0 have_VHI to_TO0 be_VBI referred_VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=42,111636108,111636110,agree_to_VVI,2
262,agree_to,62,63,EF2,"Mary herself , Bothwell raped her and she had to agree to marry him . A rushed divorce from his wife was arranged","Mary_NP0 herself_PNX ,_PUN Bothwell_NP0 raped_VVD her_PNP and_CJC she_PNP had_VHD to_TO0 agree_VVI to_TO0 marry_VVI him_PNP ._PUN A_AT0 rushed_AJ0-VVD divorce_NN1-VVB from_PRP his_DPS wife_NN1 was_VBD arranged_VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=62,47714375,47714377,agree_to_VVI,2
285,agree_to,85,86,K4W,"sell , the other had to buy them out or agree to sell . A buy-out would be well beyond the means of","sell_VVI ,_PUN the_AT0 other_NN1 had_VHD to_TO0 buy_VVI them_PNP out_AVP or_CJC agree_VVB to_TO0 sell_VVI ._PUN A_AT0 buy-out_NN1 would_VM0 be_VBI well_AJ0 beyond_PRP the_AT0 means_NN0 of_PRF",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=85,101403541,101403543,agree_to_VVI,2
300,agree_with,0,1,K5L,"The majority , 77 per cent , agree or strongly agree with the statement that : &lsquo; A single parent can bring up","The_AT0 majority_NN1 ,_PUN 77_CRD per_UNC cent_UNC ,_PUN agree_VVB or_CJC strongly_AV0 agree_VVB with_PRP the_AT0 statement_NN1 that_CJT :_PUN &lsquo;_PUQ A_AT0 single_AJ0 parent_NN1 can_VM0 bring_VVI up_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=0,103087333,103087335,agree_with_AT0,2
338,agree_with,38,39,HAU,"to match overall service provision to evolving needs ; to agree with the other Divisions the core service specification , procurement and management","to_TO0 match_VVI overall_AJ0 service_NN1 provision_NN1 to_PRP evolving_VVG-AJ0 needs_NN2 ;_PUN to_TO0 agree_VVI with_PRP the_AT0 other_AJ0 Divisions_NN2 the_AT0 core_NN1 service_NN1 specification_NN1 ,_PUN procurement_NN1 and_CJC management_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=38,74753925,74753927,agree_with_AT0,2
343,agree_with,43,44,HRH,"The larger the sample the more closely will its average agree with the population average , as seen in Figure 7.6 where the","The_AT0 larger_AJC the_AT0 sample_NN1 the_AT0 more_AV0 closely_AV0 will_VM0 its_DPS average_NN1 agree_VVI with_PRP the_AT0 population_NN1 average_NN1 ,_PUN as_CJS seen_VVN in_PRP Figure_NN1 7.6_CRD where_AVQ the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=43,85873212,85873214,agree_with_AT0,2
344,agree_with,44,45,CRM,are 3 and 14kpc . A distance of 3kpc would agree with the -D estimates and place the remnant satisfactorily in the Norma,are_VBB 3_CRD and_CJC 14kpc_UNC ._PUN A_AT0 distance_NN1 of_PRF 3kpc_UNC would_VM0 agree_VVI with_PRP the_AT0 -D_NP0 estimates_NN2-VVZ and_CJC place_VVB the_AT0 remnant_NN1 satisfactorily_AV0 in_PRP the_AT0 Norma_NP0-NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=44,41328644,41328646,agree_with_AT0,2
360,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,2
438,come_back,38,39,GV2,"&rsquo; &lsquo; You had been meticulous , why did you come back today ? &rsquo; &lsquo; Because you 'd been to Nice .","&rsquo;_PUQ &lsquo;_PUQ You_PNP had_VHD been_VBN meticulous_AJ0 ,_PUN why_AVQ did_VDD you_PNP come_VVI back_AVP today_AV0 ?_PUN &rsquo;_PUQ &lsquo;_PUQ Because_CJS you_PNP 'd_VHD been_VBN to_PRP Nice_AJ0 ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=38,67223446,67223448,come_back_AV0,2
468,come_back,68,69,KA8,warmly and implore her most genuinely &lsquo; Will ye no come back again ? &rsquo; HERTS-BEDS-CAMBS There was great excitement at the MacIntyre,warmly_AV0 and_CJC implore_VVB her_DPS most_AV0 genuinely_AV0 &lsquo;_PUQ Will_VM0 ye_PNP no_AV0 come_VVI back_AVP again_AV0 ?_PUN &rsquo;_PUQ HERTS-BEDS-CAMBS_NP0 There_EX0 was_VBD great_AJ0 excitement_NN1 at_PRP the_AT0 MacIntyre_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=68,105370994,105370996,come_back_AV0,2
475,come_back,75,76,JJ7,"gon na come back tomorrow . I 'm gon na come back tomorrow . Excellent , Clare [unclear] bit of fun there [unclear]","gon_VVG na_TO0 come_VVI back_AVP tomorrow_AV0 ._PUN I_PNP 'm_VBB gon_VVG na_TO0 come_VVI back_AVP tomorrow_AV0 ._PUN Excellent_AJ0 ,_PUN Clare_NP0 [unclear]_UNC bit_NN1 of_PRF fun_NN1 there_AV0 [unclear]_UNC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=75,95643475,95643477,come_back_AV0,2
485,come_back,85,86,CDA,"voice . &lsquo; You are busy . Perhaps I should come back later , when you have finished your work . We might","voice_NN1 ._PUN &lsquo;_PUQ You_PNP are_VBB busy_AJ0 ._PUN Perhaps_AV0 I_PNP should_VM0 come_VVI back_AVP later_AV0 ,_PUN when_CJS you_PNP have_VHB finished_VVN your_DPS work_NN1 ._PUN We_PNP might_VM0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=85,29898915,29898917,come_back_AV0,2
498,come_back,98,99,EVC,"he went too . "" "" Why did n't you come back then ? "" Horatia pulled a face . "" Because something","he_PNP went_VVD too_AV0 ._PUN ""_PUQ ""_PUQ Why_AVQ did_VDD n't_XX0 you_PNP come_VVI back_AVP then_AV0 ?_PUN ""_PUQ Horatia_NP0-NN1 pulled_VVD a_AT0 face_NN1 ._PUN ""_PUQ Because_CJS something_PNI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=98,49107568,49107570,come_back_AV0,2
539,come_in,39,40,ECK,nowhere in his office documentation . The operative he had come in especially early that morning to contact . He closed the diary,nowhere_AV0 in_PRP his_DPS office_NN1 documentation_NN1 ._PUN The_AT0 operative_NN1 he_PNP had_VHD come_VVN in_PRP-AVP especially_AV0 early_AV0-AJ0 that_DT0 morning_NN1 to_TO0 contact_VVI ._PUN He_PNP closed_VVD the_AT0 diary_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=39,45239718,45239720,come_in_AV0,2
553,come_in,53,54,KP6,"[gap:name] and Mrs [gap:name] seem really , like I 've come in late so many times , yeah ? You know , when","[gap:name]_UNC and_CJC Mrs_NP0 [gap:name]_UNC seem_VVB really_AV0 ,_PUN like_AV0 I_PNP 've_VHB come_VVN in_AVP late_AV0 so_AV0 many_DT0 times_NN2 ,_PUN yeah_ITJ ?_PUN You_PNP know_VVB ,_PUN when_CJS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=53,110563006,110563008,come_in_AV0,2
558,come_in,58,59,HBM,is this done ? Proposals for additions to the Catalogue come in steadily from National Certificate centres . These &lsquo; centre-devised &rsquo; modules,is_VBZ this_DT0 done_VDN ?_PUN Proposals_NN2 for_PRP additions_NN2 to_PRP the_AT0 Catalogue_NN1 come_VVB in_AVP-PRP steadily_AV0 from_PRP National_AJ0 Certificate_NN1 centres_NN2 ._PUN These_DT0 &lsquo;_PUQ centre-devised_AJ0 &rsquo;_PUQ modules_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=58,75060031,75060033,come_in_AV0,2
589,come_in,89,90,HYX,"come , we 'll see that , if the cameras come in anywhere , we 'll see that all-party representation on it .","come_VVI ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT ,_PUN if_CJS the_AT0 cameras_NN2 come_VVB in_AVP-PRP anywhere_AV0 ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT all-party_AJ0 representation_NN1 on_PRP it_PNP ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=89,91729486,91729488,come_in_AV0,2
591,come_in,91,92,GYK,"the flats , who in terms of individuals that have come in here , you know , to , to seek advice .","the_AT0 flats_NN2 ,_PUN who_PNQ in_PRP terms_NN2 of_PRF individuals_NN2 that_CJT have_VHB come_VVN in_PRP here_AV0 ,_PUN you_PNP know_VVB ,_PUN to_TO0 ,_PUN to_TO0 seek_VVI advice_NN1 ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=91,69366044,69366046,come_in_AV0,2
625,come_out,25,26,KR2,He hates you ! Cow ! Oi ! What ? Come out here . Watch . Relaxed . Those your new ones or,He_PNP hates_VVZ you_PNP !_PUN Cow_NN1 !_PUN Oi_ITJ !_PUN What_DTQ ?_PUN Come_VVB out_AVP here_AV0 ._PUN Watch_VVB-NN1 ._PUN Relaxed_AJ0 ._PUN Those_DT0 your_DPS new_AJ0 ones_NN2 or_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=25,111013718,111013720,come_out_AV0,2
630,come_out,30,31,ED4,"have missed her way , taken a wrong turning and come out here . If Maria Jakob 's car had been parked in","have_VHI missed_VVN her_DPS way_NN1 ,_PUN taken_VVN a_AT0 wrong_AJ0 turning_NN1 and_CJC come_VVB out_AVP here_AV0 ._PUN If_CJS Maria_NP0 Jakob_NP0 's_POS car_NN1 had_VHD been_VBN parked_VVN in_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=30,45805886,45805888,come_out_AV0,2
656,come_out,56,57,AJU,"closest ally and sword-bearer , and Bo Yibo , have come out unequivocally in favour of the new line . Peng Zhen ,","closest_AJS ally_NN1 and_CJC sword-bearer_NN1-AJ0 ,_PUN and_CJC Bo_NP0 Yibo_NP0-NN1 ,_PUN have_VHB come_VVN out_AVP unequivocally_AV0 in_PRP favour_NN1 of_PRF the_AT0 new_AJ0 line_NN1 ._PUN Peng_NP0 Zhen_NP0 ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=56,9630226,9630228,come_out_AV0,2
682,come_out,82,83,KBH,"sweetheart , please . Come on . You do n't come out here with it normally do you ? You can walk round","sweetheart_NN1 ,_PUN please_AV0 ._PUN Come_VVB on_AVP ._PUN You_PNP do_VDB n't_XX0 come_VVI out_AVP here_AV0 with_PRP it_PNP normally_AV0 do_VDB you_PNP ?_PUN You_PNP can_VM0 walk_VVI round_PRP-AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=82,106491227,106491229,come_out_AV0,2
695,come_out,95,96,H83,"hampering their growth in art . Similarly , Allison has come out strongly in favour of assessment , as the following demonstrates :","hampering_VVG their_DPS growth_NN1 in_PRP art_NN1 ._PUN Similarly_AV0 ,_PUN Allison_NP0 has_VHZ come_VVN out_AVP strongly_AV0 in_PRP favour_NN1 of_PRF assessment_NN1 ,_PUN as_CJS-PRP the_AT0 following_AJ0 demonstrates_VVZ :_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=95,71454215,71454217,come_out_AV0,2
723,give_away,23,24,EEF,"big &lsquo; if &rsquo; &mdash; the patent system does not give away the vital clue to an innovative product of process , innovating","big_AJ0 &lsquo;_PUQ if_CJS &rsquo;_PUQ &mdash;_PUN the_AT0 patent_NN1-AJ0 system_NN1 does_VDZ not_XX0 give_VVI away_AV0 the_AT0 vital_AJ0 clue_NN1 to_PRP an_AT0 innovative_AJ0 product_NN1 of_PRF process_NN1 ,_PUN innovating_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=23,47192694,47192696,give_away_AT0,2
747,give_away,47,13,FAG,"late eighteenth century or the early nineteenth , and often give away their date in their names . The famous Botany Bay cover","late_AJ0 eighteenth_ORD century_NN1 or_CJC the_AT0 early_AJ0 nineteenth_ORD ,_PUN and_CJC often_AV0 give_VVB away_AV0 their_DPS date_NN1 in_PRP their_DPS names_NN2 ._PUN The_AT0 famous_AJ0 Botany_NN1 Bay_NN1 cover_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sk&batch=12,52279309,52279311,give_away_DPS,2
762,give_away,62,4,CRA,"the thought of securitising its mortgage assets &mdash; &lsquo; why give away margin ? &rsquo; asks Jon Foulds , its chairman since 1990","the_AT0 thought_NN1 of_PRF securitising_VVG its_DPS mortgage_NN1 assets_NN2 &mdash;_PUN &lsquo;_PUQ why_AVQ give_VVI away_AV0 margin_NN1 ?_PUN &rsquo;_PUQ asks_VVZ Jon_NP0 Foulds_NP0 ,_PUN its_DPS chairman_NN1 since_PRP 1990_CRD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sn&batch=3,40672395,40672397,give_away_NN1,2
776,give_away,76,5,ABK,was up . The rules do permit the RTC to give away worthless properties to housing groups to use as shelters for the,was_VBD up_AVP ._PUN The_AT0 rules_NN2 do_VDB permit_VVI the_AT0 RTC_NP0 to_TO0 give_VVI away_AV0 worthless_AJ0 properties_NN2 to_PRP housing_VVG-NN1 groups_NN2 to_TO0 use_VVI as_CJS shelters_VVZ-NN2 for_PRP the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha8g&batch=4,6196025,6196027,give_away_AJ0,2
777,give_away,77,6,GXJ,". MAKING GIFTS The law does not allow you to give away substantial sums of money , for example to a relative or","._PUN MAKING_VVG GIFTS_NN2 The_AT0 law_NN1 does_VDZ not_XX0 allow_VVI you_PNP to_TO0 give_VVI away_AV0 substantial_AJ0 sums_NN2 of_PRF money_NN1 ,_PUN for_PRP example_NN1 to_PRP a_AT0 relative_NN1 or_CJC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha8g&batch=5,69290087,69290089,give_away_AJ0,2
816,give_in,16,17,EWA,"properties of each text . For external comparison , we give in the right hand column of the table , a comparable figure","properties_NN2 of_PRF each_DT0 text_NN1 ._PUN For_PRP external_AJ0 comparison_NN1 ,_PUN we_PNP give_VVB in_AVP the_AT0 right_AJ0 hand_NN1 column_NN1 of_PRF the_AT0 table_NN1 ,_PUN a_AT0 comparable_AJ0 figure_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=16,49932410,49932412,give_in_AT0,2
840,give_in,40,20,G07,. I will not give in . I will not give in . I hate God . I hate whatever made this world,._PUN I_PNP will_VM0 not_XX0 give_VVI in_AVP ._PUN I_PNP will_VM0 not_XX0 give_VVI in_AVP ._PUN I_PNP hate_VVB God_NP0-NN1 ._PUN I_PNP hate_VVB whatever_DTQ made_VVD this_DT0 world_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=19,61057072,61057074,give_in_PUN,2
